# id	versoes_no_jornal (broca-so/conversa/dados/conhecimento.graph.jsonl)
gentil_fundamentos_definicao_29_p_156_temos_a_b_a_b_0_a_0_b_a_b_logo	5
gentil_fundamentos_definicao_29_p_156_temos_a_b_b_a_0_a_b_0_b_a_portant	5
gentil_fundamentos_definicao_2_conjunto_numerico_dado_um_conjunto_e_nao_vazio_e_	4
gentil_fundamentos_definicao_30_adicao_em_z_sejam_α_a_b_e_β_c_d_elementos_de_z	4
gentil_fundamentos_definicao_30_p_159_definicao_31_p_159_teoremas_p_162_163_164	6
gentil_fundamentos_definicao_31_multiplicacao_em_z_sejam_α_a_b_e_β_c_d_ele-_ment	4
gentil_fundamentos_definicao_32_numeros_inteiros_denominamos_de_sistema_conjunto	4
gentil_fundamentos_definicao_33_dados_os_elementos_α_a_b_e_β_c_d_em_z_diremos_qu	4
gentil_fundamentos_definicao_33_p_171_por_exemplo_para_os_inteiros_a_seguir_1_0_	6
gentil_fundamentos_definicao_35_limitado_inferiormente_seja_a_um_subconjunto_nao	4
gentil_fundamentos_definicao_4_sejam_a_e_b_dois_conjuntos_chama-se_relacao_binar	4
gentil_fundamentos_definicao_8_relacao_antissimetrica_seja_r_a_a_px_y_uma_relaca	4
gentil_fundamentos_definicao_9_relacao_transitiva_seja_r_a_a_px_y_uma_relacao_em	4
gentil_fundamentos_dos_numeros	9
gentil_fundamentos_lema_1_p_94_devemos_provar_que_p_1_m_m_p_1_36_ap	5
gentil_fundamentos_lema_1_p_94_devemos_provar_que_ti_m_n_m_r_1_n	5
gentil_fundamentos_lema_1_p_94_devemos_provar_que_ti_m_r_1_n_r_1	5
gentil_fundamentos_lema_1_para_todo_natural_m_tem-se_σm_m_1_e_σm_1_m_por	5
gentil_fundamentos_lema_1_podemos_escrever_σm_r_σn_r_98_pelo_axioma_p2_p_83	4
gentil_fundamentos_lema_4_sejam_α_e_β_inteiros_quaisquer_entao_α_β_α_β_0_prova	4
gentil_fundamentos_lema_5_sejam_α_e_β_inteiros_entao_se_α_0_e_β_0_α_β_0_pr	4
gentil_fundamentos_lema_6_seja_α_a_b_um_numero_inteiro_entao_α_0_α_0_pr	5
gentil_fundamentos_lema_7_p_183_teorema_18_p_163_teorema_20_p_164_proposicao_14	4
gentil_fundamentos_lema_7_sendo_a_e_b_dois_naturais_com_a_b_vale_b_a_b_a_pro	4
gentil_fundamentos_lema_8_p_201_consideracoes_analogas_valem_para_a_multiplicaca	4
gentil_fundamentos_lema_8_sejam_α_a_b_α_a_b_β_c_d_β_c_d_n	5
gentil_fundamentos_lema_9_p_201_nosso_proximo_passo_sera_demonstrar_que_a_adicao	5
gentil_fundamentos_teorema_10_sejam_m_n_e_p_naturais_entao_i_m_n_e_n_p_m_p_tra	4
gentil_fundamentos_teorema_12_princ_ıpio_de_inducao_generalizado_seja_m_um_subco	5
gentil_fundamentos_teorema_13_sejam_m_n_p_e_q_naturais_entao_as_seguintes_propri	4
gentil_fundamentos_teorema_14_princ_ıpio_da_boa_ordem_todo_subconjunto_nao_vazio	5
gentil_fundamentos_teorema_15_curva_de_peano_existe_uma_sobrejecao_cont_ınua_φ_0	4
gentil_fundamentos_teorema_17_associatividade_sejam_α_a_b_β_c_d_e_γ_e_f	5
gentil_fundamentos_teorema_18_elemento_neutro_seja_n_um_natural_arbitrariamente_	4
gentil_fundamentos_teorema_19_comutativa_sejam_α_a_b_e_β_c_d_inteiros_quais-_qu	4
gentil_fundamentos_teorema_1_resulta_a_b_teorema_4_se_as_classes_de_equivalenci	4
gentil_fundamentos_teorema_1_teorema_3_se_as_classes_de_equivalencia_a_e_b_nao_s	4
gentil_fundamentos_teorema_20_elemento_oposto_aditivo_seja_α_um_numero_inteiro_q	4
gentil_fundamentos_teorema_20_p_164_temos_α_b_a_logo_α_b_a_a_b	5
gentil_fundamentos_teorema_21_lei_do_corte_sejam_α_β_e_γ_inteiros_quaisquer_vale	4
gentil_fundamentos_teorema_22_associatividade_sejam_α_a_b_β_c_d_e_γ_e_f	5
gentil_fundamentos_teorema_23_elemento_neutro_seja_n_um_natural_arbitrariamente_	4
gentil_fundamentos_teorema_24_comutativa_sejam_α_a_b_e_β_c_d_inteiros_quais-_qu	4
gentil_fundamentos_teorema_2_as_seguintes_implicacoes_sao_validas_a_b_a_b_b_a	4
gentil_fundamentos_teorema_2_p_69_temos_a_n_b_n_a_b_a_n_b_n_a_b	5
gentil_fundamentos_teorema_2_p_69_temos_an_1_bn_an_bn_1_a_b_58	5
gentil_fundamentos_teorema_2_p_69_unicidade_sejam_α_e_α_inteiros_que_satisfazem_	6
gentil_fundamentos_teorema_5_dados_um_conjunto_nao_vazio_a_e_uma_relacao_de_equi	4
gentil_fundamentos_teorema_5_p_71_tambem_e_verdadeira_teorema_6_seja_f_p1_p2	6
gentil_fundamentos_teorema_8_para_todo_n_n_tem-se_σn_n_prova_com_efeito_seja_a	5
gentil_lema_11_402_2o_p11_2m1_p11_2m1_z_sendo_assim_temos	4
gentil_lema_11_gentil18_071999_sejam_j_e_n_inteiros_positivos_arbitrari	5
gentil_lema_11_p_399_que_estas_sequencias_sao_iguais_teorema_52_gentil	5
gentil_lema_11_p_399_surgiu_quando_tentavamos_demonstrar_a_igualdade_entre	3
gentil_lema_1_p_17_temos_an1_a11_sn111_onde_sn10_e_a_soma	5
gentil_lema_1_p_17_temos_an2_a12_sn121_13_onde_sn11_e	4
gentil_lema_2_p_104_resulta_p1_m_fn_mp1_fn_isto_e_p1	4
gentil_lema_2_seja_m_um_natural_arbitrariamente_fixado_e_j_um_natural_tal	3
gentil_lema_4_e_valida_a_seguinte_identidade_m_fn_m1_fn_prov	4
gentil_lema_5_seja_q_um_natural_arbitrariamente_fixado_e_0_m_q_nestas_co	4
gentil_lema_6_p_182_como_obtemos_um_quociente_nulo_paramos_o_processo_a	4
gentil_lema_6_p_182_na_divisao_seguinte_obteremos_um_quociente_nulo_cha	4
gentil_lema_6_se_0_a_b_entao_o_quociente_da_divisao_de_a_por_b_e_q_0	4
gentil_lema_7_p_183_temos_j_p_k_2_j1_k_j_pk1_2j1_k	4
gentil_lema_8_considere_0_x_r_se_x_z_e_2x_z_entao_2_x_2_x_1	4
gentil_novas_sequencias_aritmeticas_geometricas	6
gentil_teorema_10_p_91_e_a_equacao_22_p_85_assim_anmj_j_anm_j	4
gentil_teorema_10_teorema_do_gene_-_i_seja_m_um_natural_arbitrariamente_fixad	3
gentil_teorema_12_p_99_o_qual_repetimos_teorema_16_teorema_do_gene_-_ii	5
gentil_teorema_13_linearidade_do_operador_m_o_operador_soma_de_ordem_m_e_lin	3
gentil_teorema_14_p_102_estabelece_que_os_operadores_soma_e_diferenca_de_ord	6
gentil_teorema_17_caracterizacao_de_uma_p_am_uma_sequencia_an_e_uma_pa	4
gentil_teorema_17_p_111_a_sequencia_dada_e_uma_pa2_c_mostre_que_a_sequ	4
gentil_teorema_17_p_111_concluimos_que_a_sequencia_dada_e_uma_pa3	4
gentil_teorema_18_etc_etc_a_matematica_e_um_campo_demasiadamente_arduo_e	4
gentil_teorema_18_p_113_para_m_3_ou_seja_para_a_sequencia_dada_por_an_n	4
gentil_teorema_1_formula_do_termo_geral_de_uma_p_am_em_uma_pam_o_n_esi	4
gentil_teorema_21_em_uma_p_gm_e_valida_a_seguinte_identidade_a1mj_jy_k	4
gentil_teorema_23_produto_dos_termos_de_uma_p_gm_em_uma_pgm_o_produto_pn	4
gentil_teorema_25_as_seguintes_identidades_sao_validas_i_m_f_g_n_m	4
gentil_teorema_26_teorema_do_gene_-_iii_seja_m_um_natural_arbitrariamente_fix	3
gentil_teorema_28_as_seguintes_identidades_sao_validas_i_m_f_g_n	4
gentil_teorema_29_teorema_q_-_p_fundamental_-_i_seja_m_um_natural_arbitrariam	3
gentil_teorema_2_seja_j_um_natural_arbitrariamente_fixado_para_n_j_vale_a_se	3
gentil_teorema_30_teorema_q_-_p_fundamental_-_ii_seja_m_um_natural_arbitraria	3
gentil_teorema_31_teorema_do_gene_-_iv_seja_m_um_natural_arbitrariamente_fixa	4
gentil_teorema_32_caracterizacao_de_uma_p_gm_uma_sequencia_an_e_uma_pg	4
gentil_teorema_32_p_150_ainda_resta_uma_pergunta_quais_tipos_de_sequencias	5
gentil_teorema_33_a_sequencia_an_dada_pela_formula_abaixo_an_1_n1	4
gentil_teorema_35_algoritmo_da_divisao_para_quaisquer_a_b_n_b_0_existe	4
gentil_teorema_38_formula_do_termo_geral_de_uma_pa-2d_na_pa-2d_em_que_o_pri-	3
gentil_teorema_3_teorema_da_unificacao_a_formula_do_termo_geral_de_uma_pam	3
gentil_teorema_41_em_uma_pa-2d_com_n_colunas_se_r2_n_r1_entao_esta_pa-2d_e	3
gentil_teorema_44_soma_dos_termos_de_uma_pg-2d_infinita_em_uma_pg-2d_a_soma_s	3
gentil_teorema_47_formula_do_termo_geral_de_uma_pa-3d_na_pa-3d_em_que_o_prime	3
gentil_teorema_51_edouard_lucas_considerando_os_desenvolvimentos_p-narios_de	3
gentil_teorema_53_acima_pois_bem_vamos_converter_o_inteiro_a_20_para_a_base	3
gentil_teorema_53_representacao_de_um_inteiro_em_uma_base_b_seja_b_2_um_inte	3
gentil_teorema_54_gentil2000_dado_um_inteiro_positivo_n_a_matriz_dada_a_segu	4
gentil_teorema_7_gentil1997_sendo_m_um_numero_natural_arbitrariamente_fixad	4
gentil_teorema_7_p_53_para_a_construcao_daquela_formula_foi_necessaria_a	4
gentil_teorema_8_p_85_para_todo_numero_m_natural_arbitrariamente_fixado_a	3
gentil_teorema_9_linearidade_do_operador_m_o_operador_diferenca_de_ordem_m	3
geografia	7
geografia_fisica	4
geografia_humana	4
geolocalizacao_vigilancia	4
geometria	172
geometria_do_caos	10
geometria_estelar	5
geometria_estelar_le_o_rastro	3
geometria_fractal	4
geometria_hub_broca	36
geometria_hub_broca-so	4
geometria_hub_broca_contraexemplos	6
geometria_hub_broca_fontes	5
geometria_hub_broca_geometria_hub_broca-so	3
geometria_hub_broca_o_que_e_no_projecto	6
geometria_hub_broca_pontes_conjecturais_hipotese_analogia	7
geometria_hub_broca_pontes_verificadas_fato	7
geometria_hub_broca_referencia	3
geometria_nao_euclidiana	6
geometria_quadrado	102
geometria_ramo	7
geometria_riemanniana	43
geometria_riemanniana_de_ouro	3
geometria_trilhao	204
geomorfologia	3
geopolitica	4
geracao_de_energia	3
geracao_distribuida	10
geracao_gerador_bit_loop	5
geracoes_celular	4
gerador_do_gap_comutador	518
gerador_eletrico	10
gerador_irracionais	4
geraniol_citronelol_gamba_reduzido	177
gerenciamento_de_estado	3
gerenciamento_de_feixe	4
gerenciamento_de_memoria	4
gerenciamento_de_processos	4
gerenciar_nao_reprimir	12
germ_theory	4
gestao_de_energia_urbana	10
gestell_enquadramento	3
gex44_repo_central	4
gex_minera_ouro_real	27
gex_producao_multifractal	16
ginzburg_toro_helice	13
ginzburg_toro_helice_e_3d-sst	3
git	4
glob	3
globalizacao_como_fabula	3
glueball_1_6_gev	6
glueballs_lattice	3
gnu	3
go	19
go_jogo	3
godel_incompletude	6
gofai_vs_conexionismo	5
goldchain	265
goldchain_como_rede	7
goldchain_mercado_hub	8
goldchain_mercado_hub_contraexemplos	6
goldchain_mercado_hub_fontes	10
goldchain_mercado_hub_goldchain_hub_do_mercado_broca	3
goldchain_mercado_hub_o_que_e	6
goldchain_mercado_hub_ponte_broca-so	9
goldchain_mercado_hub_referencia	3
goldcoin	36
gosto_hume	4
governanca_deploy_banda	5
governanca_global	4
gpu	27
gpu_backend_rede2	4
gpu_celulas_difusao	3
gpu_gato_ptx	3
gpu_saturacao_bench	3
gq_cdt_causal_twistor	2
graca_redencao	4
grade_de_recursos_nr	2
gradiente_descendente	3
grafo_append_only	3
grafo_de_delegacao_um_e_um_nao_necessariamente_aciclico	125
grafo_de_proveniencia	3
grafo_extremal_consciencia	2
grafo_tiffany_e_algebra_peirce	6
gramatica	10
gramatica_alemao	4
gramatica_arabe	5
gramatica_bnf	8
gramatica_espanhol	5
gramatica_gerativa	7
gramatica_ingles	5
gramatica_japones	6
gramatica_latim	5
gramatica_mandarim	5
gramatica_portugues	6
gramatica_russo	5
gramatica_tupi	4
gramatica_universal	3
grande_estrategia	2
grande_unificacao_gut	4
grava_fato_resposta_normal_em_seguida	13
gravidade_desitter_derivada	5
gravidade_entropica_verlinde	4
gravidade_quantica_loop_lqg	3
gravidade_quantica_status	3
gravidade_teleparalela_torcao	3
gravidade_termodinamica_jacobson	4
grego	2
gregor_mendel	2
grep	3
grothendieck_abstracao	6
grover_inaplicavel	2
grpc	4
grupo_de_transformacoes	6
grupo_metricas	3
grupo_padrao_cxho	8
grupo_z2cubo_boost	4
grupos	11
grupos_excepcionais_jordan	2
guia_de_onda	4
habermas_direito_democracia	4
habitantes_gentil_de_sitter	160
habitus	6
hall_quantico_contagem_escala	4
halt_topologico	2
hamiltoniano_quarentena	3
handover_condicional_cho	2
handover_daps	3
handover_n2	3
handover_nr	6
handover_xn	3
hanslick_formalismo	3
hard_problem	4
hardness_octonica	3
hardware_cosmico_a_algebra_como_computacao_e_o_associador_como_recurso	3
hardware_sequencias_de_cauchy	63
harmonia	5
harq_nr	3
hart_regras	3
hart_textura_aberta	3
hartle_hawking	2
hash_pell_inverso_parabola	15
haskell	8
he_harmonia	3
heap	19
heartland_mackinder	2
hegel_absoluto	8
hegemonia_cultural	4
heidegger_bestand	2
heidegger_perigo_salvacao	3
heidegger_tecnica_desvelamento	3
helicidade_octonica	2
helicidade_quantizada	2
helm	3
hermeneutica_gadamer	4
heuristica_estrutural_a_cadeia_dos_clay	5
heuristicas_e_vieses	3
hexagrama_mineracao	3
hidreletrica_reversivel	6
hierarquia_de_chomsky	5
hierarquia_massas_quebra_trialidade	4
hierarquia_pspace_indecidivel	3
higgs_algebrico_g2_su3	7
hilbert_problemas	6
hinduismo	4
hipertexto	4
hipotese_central	9
hipotese_de_riemann	6
hipotese_do_continuo	6
hipotese_gaia	4
hipotese_nao_assumida	4
hipotese_sapir_whorf	3
histograma_de_eliminacao	3
historia	8
historicismo_popper	7
historico_faces_janela	10
hodge_a_costura_de_todos_os_fractais_da_cadeia	4
hodge_cohomologia_tres_setores	24
hodge_torre	4
holismo_reducionismo_medicina	4
homem_educavel_kant	5
homeomorfismo_nao_bilipschitz	3
homeostase	6
homeostase_controle	5
homeostase_e_o_cristal	4
homeostase_gap_espectral	12
homoiconicidade	6
honestidade_intelectual	7
honestidade_o_que_ainda_nao_fecha	4
hook_react	6
hopf_fibration_vortex	3
hopfield	177
hopfield_recursiva_koch	4
hopfield_rede_hub	8
hopfield_rede_hub_contraexemplos	6
hopfield_rede_hub_fontes	5
hopfield_rede_hub_hopfield_hub_da_rede_associativa_broca	3
hopfield_rede_hub_o_que_e	6
hopfield_rede_hub_ponte_broca-so	7
hopfield_rede_hub_referencia	3
horizonte	42
horizonte_desitter_gibbons_hawking	3
horizonte_e_fail_closed	3
htlc	4
htlc_p2wsh_real	5
html	5
http	6
http2_http3	4
hubble_lemaitre	2
humanidade_sonha	4
humor_pelo_gap	24
humoralismo_hipocrates	3
hypermlp_escolhe_algebra	4
i_de_schrodinger_carta	6
icone_indice_simbolo	3
idealismo_berkeley	4
ideia	5
idempotente_e_o_projetor	5
idempotentes_mod_n_fatoram	5
identidade_codigo_hardware_gentil	6
identidade_invariante_w	3
identidade_legendre	2
identidade_obra_holografica	3
identidade_omega_r8	3
identidade_reta_ouro	3
identidades_5g	3
identificacao_semantica_---_nunca_sintatica_toda_e_identif	120
ideologia_anula_liberdade	6
idioma	3
idiotismo_nao_examinar	5
ifs_de_retorno	4
igualdade_das_inteligencias	4
iit_phi	5
ijaz	2
ilha_4d_fracao	2
ilha_fractal_3d_dim	3
ilha_fractal_spin3	3
ilha_toda_fronteira	3
imagem_bai	6
imagem_como_orbita_gato	6
imagem_do_floco_---_validacao_no	8
imagem_em_rotacoes_fourier	5
imagem_para_texto	6
imago_dei	3
impedancia_e_casamento	3
imperativo_categorico	5
implicatura_grice	4
imposto_algebrico	5
impressao_3d	3
impressao_decodifica	6
impressao_koch_32bytes	3
impressao_koch_compressao	6
impressionismo	5
imunidade_de_rebanho	4
imutabilidade	4
incautos_enganados	10
incerteza_algebrica	3
incerteza_vs_risco	2
incompletude_godel	9
inconsciente	6
inconsciente_coletivo	6
indecidibilidade_ns_psl	4
indecidibilidade_ns_zfc	6
independencia_retas_metalicas	5
indeterminacao_traducao	3
indice_de_banco	6
indice_milenios	352
indice_nudez	4
indirecao_posicional_transcende_turing	48
indo_europeu	2
inducao_eletromagnetica	2
industria_cultural	4
inferencia_de_tipos	4
infinitude_dos_primos	6
inflacao_cosmica	2
info_lopes_sabor_nao_formal	5
info_quantica_fundamentos	2
informacao_assimetrica	2
informacao_imperfeita	3
infosfera_inforgs	3
infraestrutura_como_codigo	6
ingest_codigo_autoreferencial	6
ingestao_refino_parabola	134
ingestao_transformada_metalica	20
ingles	3
ini	2
iniciativa_xadrez	2
injecao	3
injecao_de_dependencia	6
injustica_epistemica	3
inspecao_local_32	9
instalacao_cliente_novo	2
install	16
instanciacoes_parteii_as_parteiii_e_identifica	116
instante_anterior_ao_fecho_nonce1	3
instantons_g2	3
instrucoes_espectrais	6
instrumentacao_medidas	6
integridade_e_norma_conservada	5
inteiros	6
inteligencia_artificial	66
inteligencia_coletiva	3
inteligencia_consciencia_relacional	8
inteligencias_multiplas	3
interior_volumetrico_voxels	105
interlingua	3
internet	6
internet_das_coisas	4
interpolacao_orbitas	3
interpretacao_fisica_opcional	7
interpretacao_hipotese_nao_prova	7
interpretador	7
interpretador_nucleo_gatos	53
interpretante	6
intertextualidade	7
introduc	5
introducao	32
intuicionismo_brouwer	3
invariancia_de_regua_arx	3
invariante_estelar	5
invariante_humano	5
invariante_indecidivel	6
invariante_molecular_residuo	228
invariante_pfaffiano	246
invariante_topologico_assinatura	5
invariantes_de_seguranca	6
inversao_geometrica_s	2
inversor_de_tracao	4
ipc	42
ipc_multihop	3
ipsec_vpn	4
ipv4_ipv6	3
irracionais_algebricos_s	3
isa_da_broca	3
isa_metal_21_opcodes	3
ising_1d_critico	5
isla	3
islam_submissao	4
isolamento_base_cliente	4
isolamento_estrutural	2
isolantes_topologicos_z2	4
isomorfismo_iching_binario	6
isospin_hipercarga_algebrico	4
janela_1572863csv	14
janela_1966079csv	14
janela_2863csv	4
janela_3csv	4
janela_572863csv	4
janela_6079csv	4
janela_63csv	4
janela_66079csv	4
janela_72863csv	4
janela_79csv	4
janela_863csv	4
janela_966079csv	4
janela_9csv	4
janela_terapeutica	5
japones	2
java	21
javascript	4
jihad	3
jnana_yoga	4
joalheria_ferramenta_central	14
joalheria_hub	5
jogador_racional	2
jogo_cooperativo	2
jogo_de_soma_zero	2
jogo_do_covarde	2
jogo_do_ultimato	2
jogo_estrategico	2
jogos_animacoes_hub	2
jogos_de_linguagem	6
jogos_repetidos	2
jogos_resolvidos	2
jordan_albert_geracoes	4
jornada_do_heroi	3
jose_capablanca	2
json	5
jsx	6
julia	6
juncao_pn	2
junzi	4
jusnaturalismo	4
juspositivismo	2
justica_algoritmica	5
justica_em_saude_daniels	3
justica_equidade_rawls	4
justica_restaurativa	3
kant_fenomeno_numeno	5
kapp_organprojektion	3
kappa	63
karma_dharma	2
karma_yoga_nishkama	5
kasparov	12
kasparov_topalov_1999	3
kelsen_grundnorm	3
kelsen_teoria_pura	3
kernel	41
klein_quartic	3
km_previsao_cp	2
kmeans_atratores	10
koa	6
koan_satori	3
koch_atlas	15
koch_atlas_experimento_de_parametrizacao	56
koch_cantor_fib_prova	22
koch_codifica_cantorfibonacci_prova_e_evidencia	6
koch_como_recipiente_memoria_nao-associativa	104
koch_dissipa_nao_codifica	5
koch_dissipada_nao_codificadora	3
koch_field_canvas	4
koch_memoria	11
koch_parabola	11
koch_parabola_v2_sobre_a_curva_desdistorcida	8
koch_pell	11
koch_pell_verificacao	8
koch_sync_reindex	4
koide_quarks	3
koide_z3_geracoes	3
kolmogorov_complexidade	5
koopman_roteamento	4
kotlin	6
krishna_avatar	4
kubernetes	6
la_hire_tripla_geom_morfico_entropico	126
la_hire_universal_geometria_deformacao	120
lab_conversa	5
laboratorio	5
laco_absorcao_fechado	74
laco_de_eventos	6
laco_traducao_bai_peirce	10
lacuna	5
lado_negro_de_newton	5
lahire_produto_topologico	15
lambda_cdm	8
lambda_cosmologica_saga	3
lambda_deducao_quatro_passos	9
landauer_gsl_bekenstein_bound	3
landscape_cordas	2
lapse_selecao_desitter	4
largura_de_banda	3
lastro_do_cofre	4
latencia	3
latex	4
latex_matematico	4
latim	3
layout	6
lebensraum_ratzel	4
led	3
legitimidade_weber	3
lei_da_parabola_e_dinamica_de_anosov	24
lei_de_ferro_oligarquia	3
lei_de_moore	3
lei_de_ohm	2
lei_unica_tres_dominios	16
leilao_teoria	2
leis_de_deus_programacao	4
leis_de_impossibilidade	4
leis_de_mendel	3
leis_naturais_convencao_gentil	5
leitura_aritmetica_a_regua_de_gentil_o_agm	5
leitura_cosmologica_a_energia_escura_e_o_universo_ds	4
leitura_das_unidades_o_sistema_por-unidade_e_o_si	3
leitura_de_part_culas_o_setor_de_materia_pela_torre_de_divisao	4
leitura_dinamica_a_maquina_e_a_materia_ligada	4
leitura_psicologica_o_vazio_e_o_corac	4
leitura_quantica_o_qubit_bell_e_o_emaranhamento	4
leituras_por_dominio_---_sem_alterar_a_definicao_ll_cas	64
lema_11_402_2o_p11_2m1_p11_2m1_z_sendo_assim_te	2
lema_11_p_399_surgiu_quando_tentavamos_demonstrar_a_igualdade	2
lema_1_p_17_temos_an1_a11_sn111_onde_sn10_e_a	3
lema_1_p_17_temos_an2_a12_sn121_13_onde_sn1	2
lema_2_p_104_resulta_p1_m_fn_mp1_fn_isto_e	3
lema_2_seja_m_um_natural_arbitrariamente_fixado_e_j_um_natural	2
lema_4_e_valida_a_seguinte_identidade_m_fn_m1_fn	2
lema_5_seja_q_um_natural_arbitrariamente_fixado_e_0_m_q_nest	2
lema_7_p_183_temos_j_p_k_2_j1_k_j_pk1_2	2
lema_geracao	5
leminiscata_grupo_de_grupos	272
lemma_e_uma_energia_bem-fundada_ciclos_sao_inofen	4
lemma_lemunit_e_unitaria_0xt2dtt_-	10
lemniscata_ponto_i	3
lemniscata_pontryagin	7
lente_gravitacional_1919	2
leva1_transicoes_l1	89
lex_cryptographica	5
li_ritual	3
lib_tiffany_no_metal	6
libbroca_so_camada	3
liberalismo_ri	5
liberdade_assintotica	3
liberdade_berlin	4
libertar_espaco	3
libratus_pluribus	2
libstratum_bloco_so	3
libtiffany_engine	3
ligacao_por_overlap_limiar	3
limiar_de_otsu	10
limite_atencao_cristalina	6
limite_da_maquina	7
limite_de_fusao_do_floco	11
limite_de_landauer	4
limite_hurwitz_s1	4
limites_crivo_incorporado	4
limites_da_linguagem	2
limites_explicitos	5
limites_honestos	3
limites_honestos_floco	3
limites_planetarios	4
lingua_construida	3
lingua_de_sinais	3
lingua_e_fala	2
lingua_franca	2
lingua_materna	3
lingua_pro_drop	2
lingua_viva_morta	2
linguagem	7
linguagem_assembly	7
linguagem_de_marcacao	4
linguagem_de_programacao	7
linguagem_descricao_hardware	8
linguagem_fisica_unificada	12
linguagem_gatos_sub_turing_honesto	39
linguagem_matematica	4
linguagem_matriz_gatos	93
linguagem_mineral	5
linguagens_de_array	8
linguagens_totais	8
linguas_indigenas	3
linguas_romanicas	3
linguistica	2
linguistica_computacional	4
linha_de_transmissao	4
linha_do_nostsv	7
linhagem_abraamica	3
linhas_e_condicoes_seja_o_universo_de_todas_as_linhas_cad	62
linker	13
linux	5
liquidacao	10
lisp	8
literariedade	3
literatura	9
litografia	4
liveness_atomicidade	2
llm_no_data_center	5
lobo_frontal	72
localizacao	2
log_bruto	4
log_legado_conversadadostelemetriajsonl	83
logica	7
logica_acao_coletiva	4
logica_de_predicados	6
logica_digital	4
logica_matematica	6
logicismo	7
logo_pedra_extraida	4
logograma	3
logos_verbo	5
longue_duree	4
loop_quantum_cosmology	2
lopes_ortogonal_susy	7
lugares_centrais	3
luhmann_direito_autopoietico	4
lyapunov_computacao	2
lyapunov_da_orbita	26
m24_nao_em_r7	4
maass_hardness	3
macos	3
magnus_carlsen	2
main	73
main_cpu_executavel	3
mais_valia	5
majorana_qubit_topologico	4
malha_de_controle_laco	6
mamifero	8
mandala_molde_do_corte	4
mandarim	2
mandelbrot_hiper_falhou	2
manufatura	3
manufatura_aditiva	3
mao_invisivel	4
mapa_conceitual_gentil	5
mapa_nao_territorio	4
mapa_por_opcode	10
mapear_nao_fabricar_continuo	58
mapear_orbitas_grupo_discreto	168
maquina_algebrica	3
maquina_booleana	7
maquina_complexa	3
maquina_de_contadores	8
maquina_de_corte	306
maquina_de_turing	88
maquina_eletrica	3
maquina_evolutiva	4
maquina_gaiola_esquilo_dtc	185
maquina_geral_n_qudit	5
maquina_tropical	3
maquina_universal_gpu	266
maquina_virtual	4
marcuse_racionalidade_tecnologica	5
markdown	4
marx_maquinaria_subsuncao	5
mass_gap_algebrico	6
mass_gap_cadeia_fechada	5
mass_gap_higgs_bz	4
mass_gap_mineral	4
massa_neutrino_ordenamento	3
massive_mimo_beamforming	4
matematica	54
matematica_arte_engenharia	5
matematica_estelar	5
materia_escura	3
materia_escura_evidencia_vs_natureza	4
materia_escura_lado_negro	8
materia_modelo_padrao	3
materiais_eletricos	6
materialismo_fisicalismo	6
materialismo_historico	4
mathieu_m24	3
mathml	3
matrix_vesicular_corpo	224
matriz_cantor	3
matriz_ckm	4
matriz_costuras_paralela_universal	145
matriz_de_confusao	10
matriz_de_payoff	2
matriz_pmns	2
matrizes	8
matrizes_massa_circulantes	5
maya	4
maya_ilusao	5
mcculloch_pitts	36
mecanica	172
mecanica_estelar	5
mecanica_estelar_le_o_rastro	3
mecanica_quantica	204
mecanica_quantica_de_ouro	3
mecanica_quantica_hub	23
mecanica_quantica_hub_contraexemplos	6
mecanica_quantica_hub_fontes	3
mecanica_quantica_hub_mecanica_quantica_hub_fisico_broca	3
mecanica_quantica_hub_o_que_e	6
mecanica_quantica_hub_ponte_broca-so	5
mecanica_quantica_hub_ponte_conjectural_hipotese	5
mecanica_quantica_hub_pontes_verificadas_fato	8
mecanica_quantica_hub_referencia	3
mecanica_quantica_mineral	7
mecanica_reta_mineral	11
mecanismo_de_atencao	2
mecanismo_de_la_hire	12
mecanismo_gim	3
mecanismo_higgs_algebrico	2
mecanismo_higgs_ebh	4
mecanismo_seesaw	5
mede_flocos_phi	3
mediacao_semiotica	4
mediacao_tecnica_moral	4
mediadores_bsm	3
medicalizacao	4
medicao_colapsa_deus_gentil	6
medicina	4
medicina_baseada_evidencias	4
medicoes_mobilidade	3
medida_colapso_numa_letra	4
medida_continuidade_transicao	58
medida_fixe_um_espaco_de_estados_s_configuracoes_impres	64
medida_parry	3
meditacao_cura_da_mente_gentil	7
meio_digital_contra_porteiros_gentil	6
meio_e_mensagem	3
meio_tecnico_cientifico_informacional	3
melhor_candidato	8
memoria_contexto_fio_conversa	35
memoria_de_slots	3
memoria_programavel	6
memoria_virtual	14
memoria_viva	2
mente_computacao	4
mente_programacao_cerebro_computador	5
meson_barion_setor_materia	5
meson_e_barion_numeros_do_campo_local_no_plano_de_fano	4
mestre_ignorante_ranciere	4
meta-estavel_comunidades_organicas_de_software	9
meta_inducao_avanca_com_tiffany	6
meta_inducao_dois_lados	4
meta_inducao_fechamento_geral	35
meta_inducao_fio_da_rede	4
meta_inducao_geral_simbolo	44
meta_inducao_grau4_quartica	7
meta_inducao_grau5_quintica	8
meta_inducao_grau6_sextica	9
meta_inducao_grau7_septica	7
meta_inducao_grau8_octica	5
metabolismo	6
metacognicao	4
metafisica	6
metafora_metonimia	3
metafora_peirce	6
